Order ID,Order Date,Origin Port,Carrier,Traffic Level,Customer ID,Product ID,Destination Port,Unit Quantity,Weight,Cost Per Unit,Total Cost
6174,2023-12-06,Port 83,V44_2,3,2246,39,Port 7,136,267,52.71,7168.56
6175,2020-06-12,Port 88,V44_9,3,6401,35,Port 59,167,915,29.44,4916.48
6176,2021-03-07,Port 37,V44_5,4,6869,58,Port 26,115,732,28.5,3277.5
6177,2020-12-07,Port 27,V44_6,5,5717,83,Port 36,483,918,51.57,24908.31
6178,2022-03-24,Port 44,V44_3,5,1145,6,Port 23,332,423,26.62,8837.84
6179,2020-07-29,Port 90,V44_4,4,7135,49,Port 98,56,859,74.2,4155.2
6180,2020-07-14,Port 65,V44_6,4,3572,81,Port 78,96,706,28.56,2741.76
6181,2020-05-10,Port 71,V44_11,2,6754,72,Port 98,72,878,65.41,4709.52
6182,2022-08-27,Port 96,V44_5,1,5541,87,Port 26,371,843,76.88,28522.48
6183,2023-01-28,Port 35,V44_12,5,8237,78,Port 73,12,247,76.37,916.44
6184,2020-04-20,Port 12,V44_3,2,7266,5,Port 6,370,4,69.02,25537.4
6185,2020-02-23,Port 66,V44_7,3,8038,87,Port 90,351,850,13.09,4594.59
6186,2022-03-24,Port 99,V44_9,4,8123,5,Port 60,40,936,98.67,3946.8
6187,2022-12-09,Port 27,V44_8,1,4102,21,Port 58,359,965,78.28,28102.52
6188,2020-06-19,Port 34,V44_5,5,2125,2,Port 30,194,19,39.41,7645.54
6189,2020-07-31,Port 28,V44_5,5,9247,20,Port 95,322,424,68.6,22089.2
6190,2021-06-21,Port 60,V44_11,3,6298,84,Port 63,105,960,38.51,4043.55
6191,2023-06-19,Port 34,V44_11,4,1542,23,Port 19,30,779,44.31,1329.3
6192,2020-11-14,Port 5,V44_11,4,1899,62,Port 76,130,437,53.94,7012.2
6193,2020-06-21,Port 15,V44_8,4,6302,54,Port 41,453,362,95.73,43365.69
6194,2023-09-03,Port 67,V44_1,5,3786,39,Port 35,221,525,74.94,16561.74
6195,2022-03-09,Port 85,V44_2,4,2460,54,Port 82,433,548,23.21,10049.93
6196,2021-09-25,Port 81,V44_8,4,9911,54,Port 45,444,585,24.15,10722.6
6197,2021-04-14,Port 24,V44_4,1,4875,32,Port 86,299,477,87.79,26249.21
6198,2021-05-21,Port 61,V44_11,3,8385,73,Port 81,483,331,16.45,7945.35
6199,2021-08-04,Port 18,V44_3,1,1398,5,Port 88,431,83,27.05,11658.55
6200,2022-06-26,Port 60,V44_11,2,2830,92,Port 1,64,435,16.6,1062.4
6201,2023-07-07,Port 76,V44_11,3,7279,56,Port 31,335,333,83.97,28129.95
6202,2020-09-15,Port 42,V44_1,3,2895,99,Port 72,28,377,86.63,2425.64
6203,2020-09-25,Port 48,V44_12,2,8212,94,Port 4,483,716,21.18,10229.94
6204,2022-12-14,Port 73,V44_9,3,1376,12,Port 9,191,818,74.72,14271.52
6205,2020-12-15,Port 49,V44_7,5,4133,39,Port 54,308,897,87.9,27073.2
6206,2020-02-28,Port 85,V44_6,2,7398,47,Port 18,197,222,58.65,11554.05
6207,2020-03-12,Port 76,V44_12,3,2408,32,Port 43,441,573,12.53,5525.73
6208,2023-09-20,Port 5,V44_3,2,6092,73,Port 72,108,823,30.17,3258.36
6209,2021-12-31,Port 42,V44_4,1,8366,85,Port 45,178,238,40.34,7180.52
6210,2021-10-28,Port 90,V44_8,3,8929,90,Port 15,63,416,33.91,2136.33
6211,2022-09-02,Port 14,V44_8,4,5083,5,Port 46,427,409,50.69,21644.63
6212,2022-08-14,Port 81,V44_8,3,7437,65,Port 5,146,813,16.33,2384.18
6213,2023-01-12,Port 46,V44_3,2,7373,22,Port 87,32,403,83.37,2667.84
6214,2021-07-11,Port 2,V44_10,2,8982,99,Port 17,97,859,98.6,9564.2
6215,2023-01-28,Port 21,V44_7,1,7352,2,Port 89,69,246,71.84,4956.96
6216,2022-06-30,Port 54,V44_7,2,9928,50,Port 90,217,775,28.76,6240.92
6217,2020-10-03,Port 61,V44_11,2,9203,2,Port 82,323,413,59.91,19350.93
6218,2023-11-29,Port 43,V44_6,5,8336,77,Port 1,56,952,29.09,1629.04
6219,2023-01-09,Port 44,V44_7,1,8010,77,Port 39,155,272,35.41,5488.55
6220,2020-12-28,Port 83,V44_4,2,8818,44,Port 44,436,810,30.02,13088.72
6221,2023-04-25,Port 13,V44_4,5,5478,8,Port 3,213,891,12.22,2602.86
6222,2023-05-08,Port 24,V44_8,1,2895,38,Port 85,408,422,91.47,37319.76
6223,2022-07-24,Port 46,V44_1,1,3394,18,Port 24,74,811,74.83,5537.42
6224,2023-07-16,Port 40,V44_2,1,2401,74,Port 72,91,307,85.28,7760.48
6225,2023-07-26,Port 21,V44_5,3,8577,62,Port 13,280,230,71.48,20014.4
6226,2023-03-01,Port 60,V44_1,5,5811,36,Port 40,349,233,42.28,14755.72
6227,2022-06-09,Port 70,V44_11,3,3384,35,Port 27,152,207,99.05,15055.6
6228,2022-12-08,Port 24,V44_1,2,4934,5,Port 44,38,570,66.97,2544.86
6229,2023-08-03,Port 97,V44_11,2,7666,14,Port 30,115,343,96.42,11088.3
6230,2023-08-02,Port 3,V44_12,2,4986,62,Port 9,230,529,82.31,18931.3
6231,2022-12-29,Port 57,V44_6,3,2973,82,Port 18,360,24,89.94,32378.4
6232,2021-09-26,Port 79,V44_3,3,6729,82,Port 60,399,69,54.31,21669.69
6233,2021-12-12,Port 59,V44_8,3,5603,59,Port 77,474,906,22.55,10688.7
6234,2022-09-13,Port 76,V44_9,4,5839,27,Port 34,92,98,97.08,8931.36
6235,2023-01-10,Port 74,V44_2,1,3274,3,Port 99,336,775,23.04,7741.44
6236,2021-04-10,Port 89,V44_1,2,3308,6,Port 88,157,26,48.89,7675.73
6237,2020-07-02,Port 56,V44_6,3,5022,35,Port 88,322,130,66.94,21554.68
6238,2022-06-23,Port 94,V44_6,3,9707,20,Port 87,156,570,69.62,10860.72
6239,2021-09-22,Port 52,V44_11,3,7257,6,Port 88,336,665,93.57,31439.52
6240,2022-01-19,Port 61,V44_9,4,7655,15,Port 30,296,623,15.77,4667.92
6241,2022-04-24,Port 32,V44_11,5,6201,28,Port 29,423,476,25.32,10710.36
6242,2021-06-16,Port 33,V44_1,1,7038,35,Port 97,48,468,70.91,3403.68
6243,2020-11-14,Port 93,V44_1,5,4000,80,Port 63,205,197,97.34,19954.7
6244,2021-09-13,Port 48,V44_1,3,1097,75,Port 80,303,708,75.34,22828.02
6245,2020-01-22,Port 77,V44_3,3,6639,22,Port 98,442,76,22.79,10073.18
6246,2020-01-01,Port 44,V44_8,5,8257,68,Port 43,170,171,95.21,16185.7
6247,2022-12-07,Port 62,V44_11,3,5775,26,Port 25,414,170,42.29,17508.06
6248,2020-10-06,Port 87,V44_3,3,7160,95,Port 11,134,720,54.6,7316.4
6249,2021-12-05,Port 52,V44_12,2,5138,15,Port 93,385,986,10.9,4196.5
6250,2021-08-10,Port 39,V44_3,4,7503,41,Port 93,150,244,95.84,14376.0
6251,2022-08-18,Port 6,V44_2,5,7571,57,Port 13,119,561,92.63,11022.97
6252,2022-12-31,Port 30,V44_5,1,5655,86,Port 15,84,803,95.51,8022.84
6253,2020-01-18,Port 98,V44_3,4,6315,75,Port 19,156,180,88.08,13740.48
6254,2023-11-09,Port 65,V44_6,4,4378,22,Port 31,91,215,10.0,910.0
6255,2022-10-04,Port 14,V44_8,1,1344,79,Port 85,428,91,67.91,29065.48
6256,2022-09-04,Port 54,V44_11,4,1258,77,Port 46,93,355,19.95,1855.35
6257,2021-09-05,Port 55,V44_4,4,3964,20,Port 74,292,306,27.41,8003.72
6258,2020-01-19,Port 100,V44_2,2,4368,53,Port 4,279,668,63.68,17766.72
6259,2022-05-31,Port 35,V44_7,2,9854,16,Port 36,242,894,50.24,12158.08
6260,2021-08-22,Port 74,V44_1,1,9259,10,Port 22,406,561,82.67,33564.02
6261,2023-05-07,Port 52,V44_10,3,7919,10,Port 52,38,895,97.26,3695.88
6262,2021-04-18,Port 76,V44_5,5,7702,40,Port 46,460,705,99.51,45774.6
6263,2020-01-15,Port 4,V44_4,2,5834,21,Port 24,462,946,95.97,44338.14
6264,2023-01-27,Port 21,V44_10,3,9746,30,Port 59,235,689,33.42,7853.7
6265,2022-02-04,Port 66,V44_12,1,4093,49,Port 34,150,332,75.98,11397.0
6266,2021-01-21,Port 22,V44_2,1,9609,48,Port 20,419,498,66.74,27964.06
6267,2022-04-23,Port 39,V44_4,4,8531,7,Port 71,283,996,47.38,13408.54
6268,2023-02-22,Port 77,V44_7,2,9416,13,Port 56,368,494,28.41,10454.88
6269,2022-06-14,Port 90,V44_9,3,3884,29,Port 87,159,76,75.42,11991.78
6270,2022-03-19,Port 68,V44_11,3,5731,54,Port 49,240,862,79.25,19020.0
6271,2021-05-26,Port 26,V44_12,5,4136,4,Port 24,133,123,91.74,12201.42
6272,2020-11-30,Port 73,V44_2,4,7043,75,Port 86,226,870,86.25,19492.5
6273,2023-08-15,Port 97,V44_8,2,5031,29,Port 45,362,801,90.59,32793.58
6274,2022-03-09,Port 18,V44_3,1,1478,2,Port 15,342,652,42.86,14658.12
6275,2022-02-13,Port 17,V44_1,4,6436,70,Port 89,379,367,29.69,11252.51
6276,2021-03-27,Port 85,V44_4,3,7104,70,Port 7,47,812,54.71,2571.37
6277,2021-06-22,Port 43,V44_2,1,5123,58,Port 68,295,727,58.23,17177.85
6278,2020-06-11,Port 7,V44_4,1,9490,65,Port 47,303,66,56.23,17037.69
6279,2022-05-14,Port 12,V44_7,4,2209,21,Port 64,113,944,41.29,4665.77
6280,2023-07-04,Port 40,V44_10,4,1612,84,Port 29,266,180,91.3,24285.8
6281,2021-05-05,Port 99,V44_6,5,9827,89,Port 68,329,2,44.58,14666.82
6282,2022-11-24,Port 19,V44_6,4,6922,58,Port 25,81,665,62.36,5051.16
6283,2023-06-09,Port 45,V44_12,1,6899,30,Port 71,130,673,78.96,10264.8
6284,2023-11-22,Port 59,V44_3,3,7099,20,Port 92,295,354,59.23,17472.85
6285,2023-11-03,Port 51,V44_9,2,6992,97,Port 87,145,755,93.64,13577.8
6286,2021-07-10,Port 22,V44_7,3,8694,30,Port 45,335,902,19.52,6539.2
6287,2021-08-06,Port 59,V44_3,5,5538,66,Port 45,377,644,77.08,29059.16
6288,2023-08-21,Port 1,V44_12,1,3187,78,Port 38,463,491,32.81,15191.03
6289,2022-12-25,Port 85,V44_1,2,2749,17,Port 44,383,810,97.81,37461.23
6290,2021-07-04,Port 19,V44_10,1,3522,89,Port 11,110,271,41.66,4582.6
6291,2022-04-25,Port 26,V44_11,2,2287,2,Port 34,446,444,66.91,29841.86
6292,2021-01-20,Port 23,V44_3,5,4304,93,Port 81,359,685,77.37,27775.83
6293,2020-05-20,Port 39,V44_10,5,9582,40,Port 97,184,420,40.97,7538.48
6294,2021-01-08,Port 40,V44_12,2,6201,62,Port 56,318,888,72.34,23004.12
6295,2020-10-06,Port 11,V44_11,4,9125,61,Port 6,38,223,57.32,2178.16
6296,2021-08-16,Port 24,V44_8,1,7927,92,Port 78,97,902,22.32,2165.04
6297,2020-08-14,Port 31,V44_4,2,7445,62,Port 81,61,557,46.74,2851.14
6298,2023-07-28,Port 27,V44_6,2,3659,13,Port 11,498,344,72.78,36244.44
6299,2022-07-21,Port 56,V44_3,4,1724,26,Port 75,269,659,20.73,5576.37
6300,2023-06-19,Port 12,V44_12,1,9333,51,Port 30,402,759,76.83,30885.66
6301,2022-07-16,Port 93,V44_6,1,6669,21,Port 42,365,714,53.27,19443.55
6302,2021-07-11,Port 32,V44_10,4,4294,33,Port 13,254,193,90.0,22860.0
6303,2023-12-05,Port 20,V44_6,3,8271,26,Port 11,446,569,10.78,4807.88
6304,2023-06-29,Port 88,V44_11,2,6778,55,Port 62,77,983,90.96,7003.92
6305,2022-10-04,Port 72,V44_11,4,7764,85,Port 86,286,422,26.86,7681.96
6306,2021-01-19,Port 100,V44_4,5,9786,66,Port 39,128,284,68.33,8746.24
6307,2021-10-18,Port 48,V44_4,3,6291,66,Port 45,369,579,47.73,17612.37
6308,2020-02-09,Port 1,V44_3,2,8412,4,Port 46,185,91,81.97,15164.45
6309,2020-11-07,Port 62,V44_3,1,5393,87,Port 41,206,927,11.02,2270.12
6310,2020-04-11,Port 21,V44_3,5,6079,79,Port 97,80,996,72.46,5796.8
6311,2022-12-31,Port 45,V44_11,1,8654,29,Port 88,140,801,30.18,4225.2
6312,2020-02-15,Port 13,V44_12,3,3175,19,Port 29,207,949,23.4,4843.8
6313,2021-01-15,Port 61,V44_8,2,6327,87,Port 89,343,10,36.97,12680.71
6314,2020-07-28,Port 71,V44_4,3,5540,49,Port 59,272,724,61.48,16722.56
6315,2021-07-31,Port 88,V44_12,3,1551,84,Port 90,312,355,34.57,10785.84
6316,2021-07-05,Port 51,V44_10,2,7851,75,Port 5,422,671,39.8,16795.6
6317,2020-09-13,Port 90,V44_4,5,6174,41,Port 98,237,556,21.9,5190.3
6318,2022-06-16,Port 28,V44_9,1,5241,39,Port 54,228,219,71.34,16265.52
6319,2020-01-17,Port 61,V44_10,2,4231,95,Port 18,200,407,99.87,19974.0
6320,2021-04-21,Port 86,V44_10,5,5396,41,Port 61,332,886,42.78,14202.96
6321,2020-07-03,Port 49,V44_3,5,2457,77,Port 24,355,456,50.02,17757.1
6322,2020-11-04,Port 60,V44_1,5,4104,25,Port 70,432,165,76.19,32914.08
6323,2020-01-31,Port 91,V44_5,1,9034,70,Port 14,161,669,85.34,13739.74
6324,2022-10-07,Port 32,V44_6,5,2768,58,Port 54,211,581,35.84,7562.24
6325,2021-03-20,Port 98,V44_8,1,2030,88,Port 59,169,552,35.14,5938.66
6326,2021-12-01,Port 13,V44_12,3,6476,45,Port 26,25,203,90.75,2268.75
6327,2022-05-10,Port 50,V44_12,4,1383,8,Port 32,385,795,32.3,12435.5
6328,2021-09-30,Port 17,V44_4,3,3118,41,Port 57,375,680,59.73,22398.75
6329,2022-10-17,Port 41,V44_6,1,2667,75,Port 33,221,822,41.84,9246.64
6330,2022-01-30,Port 98,V44_4,1,9248,13,Port 50,180,292,52.16,9388.8
6331,2022-08-07,Port 18,V44_3,4,8615,83,Port 13,151,876,16.95,2559.45
6332,2023-11-28,Port 52,V44_4,2,2787,93,Port 18,241,36,16.74,4034.34
6333,2020-03-05,Port 99,V44_7,3,9113,51,Port 12,337,764,34.46,11613.02
6334,2021-11-07,Port 42,V44_7,1,1841,3,Port 86,109,742,32.76,3570.84
6335,2020-06-13,Port 37,V44_2,5,5001,2,Port 41,410,764,10.3,4223.0
6336,2020-10-26,Port 87,V44_9,3,1761,58,Port 61,137,778,72.2,9891.4
6337,2020-04-24,Port 94,V44_6,4,2550,30,Port 48,36,420,81.98,2951.28
6338,2021-06-29,Port 55,V44_1,2,3939,39,Port 55,337,149,67.17,22636.29
6339,2022-03-14,Port 77,V44_8,5,3073,39,Port 93,33,161,38.24,1261.92
6340,2020-05-26,Port 51,V44_7,3,8855,54,Port 93,276,824,34.82,9610.32
6341,2023-01-17,Port 69,V44_2,1,5780,63,Port 98,294,16,40.53,11915.82
6342,2022-08-20,Port 10,V44_1,3,9118,6,Port 96,168,373,83.78,14075.04
6343,2021-01-06,Port 45,V44_9,3,2706,30,Port 22,72,279,88.32,6359.04
6344,2021-01-28,Port 63,V44_8,5,3128,53,Port 98,26,332,59.6,1549.6
6345,2021-05-27,Port 86,V44_1,4,1469,63,Port 55,199,408,99.12,19724.88
6346,2022-02-20,Port 95,V44_9,2,8388,47,Port 33,286,555,81.07,23186.02
6347,2020-01-26,Port 76,V44_3,4,6489,29,Port 13,235,60,32.13,7550.55
6348,2020-09-06,Port 4,V44_7,2,6364,50,Port 23,204,163,93.22,19016.88
6349,2021-05-24,Port 29,V44_10,4,9073,43,Port 97,494,834,56.25,27787.5
6350,2022-02-27,Port 78,V44_8,2,7464,23,Port 55,84,921,70.8,5947.2
6351,2022-06-26,Port 23,V44_2,3,2468,96,Port 4,356,492,76.84,27355.04
6352,2021-05-21,Port 99,V44_9,4,2568,38,Port 66,428,961,86.17,36880.76
6353,2020-03-09,Port 31,V44_3,5,3675,12,Port 33,419,422,16.73,7009.87
6354,2021-02-11,Port 48,V44_4,5,2103,32,Port 68,19,509,14.21,269.99
6355,2022-08-01,Port 47,V44_7,2,1658,29,Port 16,87,492,61.76,5373.12
6356,2020-07-11,Port 44,V44_1,2,6423,31,Port 66,134,849,37.28,4995.52
6357,2022-12-03,Port 65,V44_2,3,5226,31,Port 84,2,488,26.1,52.2
6358,2023-09-25,Port 1,V44_1,4,6374,23,Port 57,358,465,96.22,34446.76
6359,2021-03-02,Port 79,V44_8,3,2927,97,Port 51,74,582,13.13,971.62
6360,2022-08-26,Port 77,V44_2,1,3784,85,Port 21,70,326,55.44,3880.8
6361,2022-03-07,Port 97,V44_3,2,3258,17,Port 2,259,210,81.8,21186.2
6362,2023-10-27,Port 51,V44_7,4,2981,34,Port 76,40,982,89.65,3586.0
6363,2021-10-01,Port 10,V44_2,3,9223,30,Port 80,385,869,45.17,17390.45
6364,2021-10-23,Port 83,V44_6,4,4762,68,Port 8,130,682,18.28,2376.4
6365,2020-11-20,Port 30,V44_11,1,9152,71,Port 55,172,641,80.74,13887.28
6366,2023-07-12,Port 18,V44_9,4,3086,36,Port 74,316,793,95.97,30326.52
6367,2020-03-27,Port 64,V44_4,4,9545,66,Port 30,450,141,73.07,32881.5
6368,2023-01-30,Port 25,V44_9,1,1814,64,Port 11,309,431,46.07,14235.63
6369,2022-12-02,Port 6,V44_11,1,3073,78,Port 78,66,983,32.3,2131.8
6370,2020-09-07,Port 28,V44_9,1,4514,27,Port 56,338,123,69.51,23494.38
6371,2021-06-02,Port 39,V44_11,5,5849,90,Port 31,49,409,88.7,4346.3
6372,2022-09-12,Port 56,V44_3,3,1741,17,Port 3,104,732,40.28,4189.12
6373,2023-07-31,Port 12,V44_12,1,7185,8,Port 31,98,519,24.45,2396.1
6374,2021-09-03,Port 44,V44_2,3,8920,78,Port 80,282,271,98.93,27898.26
6375,2021-02-10,Port 50,V44_8,3,5750,84,Port 77,242,820,59.78,14466.76
6376,2022-01-08,Port 84,V44_11,2,8984,6,Port 44,433,89,51.51,22303.83
6377,2020-04-16,Port 24,V44_11,3,9685,89,Port 10,275,194,68.32,18788.0
6378,2023-09-27,Port 55,V44_7,5,1752,5,Port 56,111,463,14.69,1630.59
6379,2021-03-22,Port 20,V44_12,4,5884,59,Port 96,428,215,48.59,20796.52
6380,2020-08-19,Port 37,V44_5,4,5609,49,Port 64,356,645,78.97,28113.32
6381,2021-04-28,Port 40,V44_9,1,8935,12,Port 8,496,842,49.42,24512.32
6382,2023-07-20,Port 50,V44_5,1,6312,57,Port 40,492,535,63.35,31168.2
6383,2022-06-08,Port 87,V44_7,5,1876,88,Port 43,161,632,52.36,8429.96
6384,2021-10-26,Port 62,V44_8,5,2232,11,Port 5,369,3,57.98,21394.62
6385,2020-01-31,Port 5,V44_4,1,5946,74,Port 92,217,875,69.99,15187.83
6386,2020-12-08,Port 34,V44_6,1,7664,27,Port 43,124,249,61.05,7570.2
6387,2021-07-19,Port 54,V44_8,2,6531,79,Port 93,232,143,57.86,13423.52
6388,2023-04-12,Port 23,V44_5,3,5572,75,Port 79,314,613,58.81,18466.34
6389,2020-09-02,Port 21,V44_3,5,8186,64,Port 76,121,698,14.82,1793.22
6390,2022-03-21,Port 51,V44_3,3,8276,24,Port 70,82,661,47.89,3926.98
6391,2021-05-12,Port 88,V44_4,3,9897,93,Port 19,139,988,29.11,4046.29
6392,2020-01-19,Port 67,V44_4,5,5099,40,Port 17,459,737,97.6,44798.4
6393,2020-03-27,Port 14,V44_12,4,8267,63,Port 87,292,632,17.36,5069.12
6394,2023-04-05,Port 60,V44_3,2,2246,10,Port 91,333,166,53.18,17708.94
6395,2023-11-15,Port 11,V44_3,2,4745,53,Port 93,233,39,98.41,22929.53
6396,2022-08-31,Port 45,V44_3,1,4505,4,Port 54,285,257,55.19,15729.15
6397,2023-11-10,Port 88,V44_12,3,6283,69,Port 57,313,84,76.84,24050.92
6398,2023-05-06,Port 94,V44_9,1,5011,23,Port 30,427,468,60.93,26017.11
6399,2020-11-13,Port 13,V44_1,3,3214,39,Port 87,471,786,88.34,41608.14
6400,2022-01-30,Port 84,V44_11,2,8430,58,Port 13,277,27,72.35,20040.95
6401,2020-07-02,Port 52,V44_2,5,1133,89,Port 23,111,247,13.2,1465.2
6402,2021-05-24,Port 2,V44_10,5,4840,4,Port 98,435,95,28.25,12288.75
6403,2020-11-18,Port 21,V44_5,3,7267,99,Port 28,428,83,27.91,11945.48
6404,2022-10-20,Port 41,V44_5,2,5981,79,Port 36,256,390,27.32,6993.92
6405,2020-07-06,Port 17,V44_3,5,9372,23,Port 30,441,912,94.93,41864.13
6406,2023-11-05,Port 74,V44_6,5,5449,98,Port 100,350,703,87.56,30646.0
6407,2023-06-20,Port 65,V44_9,5,8182,3,Port 68,164,62,20.96,3437.44
6408,2021-11-24,Port 50,V44_11,1,8336,17,Port 72,469,235,92.99,43612.31
6409,2023-07-04,Port 88,V44_12,4,9047,42,Port 68,266,352,19.81,5269.46
6410,2020-05-02,Port 59,V44_10,1,1960,66,Port 5,12,145,28.26,339.12
6411,2020-05-02,Port 2,V44_3,3,1704,94,Port 40,387,301,56.0,21672.0
6412,2021-12-29,Port 63,V44_12,2,8767,48,Port 65,29,108,32.12,931.48
6413,2023-08-13,Port 84,V44_11,5,9143,50,Port 45,172,439,93.75,16125.0
6414,2020-11-11,Port 86,V44_11,4,3739,33,Port 12,55,152,22.83,1255.65
6415,2023-12-07,Port 52,V44_11,2,6761,27,Port 85,266,752,49.81,13249.46
6416,2023-01-03,Port 55,V44_3,5,5051,20,Port 38,479,344,94.28,45160.12
6417,2020-08-07,Port 99,V44_3,3,5429,71,Port 84,358,716,37.62,13467.96
6418,2020-09-14,Port 7,V44_12,5,9045,34,Port 20,153,614,27.54,4213.62
6419,2022-09-26,Port 39,V44_6,2,5341,44,Port 8,313,546,49.01,15340.13
6420,2021-04-21,Port 55,V44_7,2,6348,15,Port 19,207,995,56.94,11786.58
6421,2021-10-10,Port 34,V44_1,3,1701,11,Port 48,103,321,34.5,3553.5
6422,2023-02-17,Port 95,V44_7,3,1215,55,Port 78,301,379,39.54,11901.54
6423,2023-08-13,Port 82,V44_3,1,8138,31,Port 32,441,970,73.94,32607.54
6424,2021-12-12,Port 15,V44_10,2,4623,89,Port 52,44,365,61.87,2722.28
6425,2022-06-17,Port 78,V44_6,1,8666,32,Port 39,91,542,74.92,6817.72
6426,2021-01-30,Port 58,V44_4,4,8450,96,Port 47,495,836,53.88,26670.6
6427,2020-02-13,Port 65,V44_6,3,3578,1,Port 6,1,27,67.37,67.37
6428,2023-11-12,Port 48,V44_11,4,3445,36,Port 87,480,960,54.18,26006.4
6429,2022-02-12,Port 100,V44_1,2,4761,90,Port 19,44,845,40.27,1771.88
6430,2022-01-03,Port 61,V44_7,2,6719,77,Port 71,493,851,90.77,44749.61
6431,2020-10-02,Port 92,V44_4,5,7668,63,Port 23,233,450,78.34,18253.22
6432,2021-05-28,Port 43,V44_11,4,2495,66,Port 93,236,816,54.41,12840.76
6433,2020-03-21,Port 69,V44_12,4,8948,2,Port 31,5,24,45.68,228.4
6434,2022-09-20,Port 47,V44_8,4,5065,76,Port 14,471,820,81.74,38499.54
6435,2023-12-18,Port 15,V44_4,2,3338,26,Port 32,163,483,17.43,2841.09
6436,2022-06-15,Port 23,V44_2,3,7994,76,Port 33,111,1000,85.14,9450.54
6437,2023-02-18,Port 55,V44_11,3,4579,64,Port 17,377,394,79.17,29847.09
6438,2021-08-26,Port 69,V44_2,2,5543,47,Port 61,316,211,54.4,17190.4
6439,2023-01-16,Port 98,V44_9,5,1661,85,Port 47,29,118,55.34,1604.86
6440,2023-11-28,Port 50,V44_1,2,2653,38,Port 99,265,541,99.48,26362.2
6441,2022-09-30,Port 87,V44_5,3,7670,16,Port 48,243,737,57.24,13909.32
6442,2021-01-23,Port 11,V44_7,3,9298,84,Port 57,259,775,93.27,24156.93
6443,2023-03-06,Port 20,V44_11,3,3097,50,Port 49,20,117,99.19,1983.8
6444,2021-01-17,Port 1,V44_8,4,2501,80,Port 60,332,468,89.17,29604.44
6445,2023-01-18,Port 44,V44_5,3,4353,44,Port 24,84,973,55.92,4697.28
6446,2021-12-13,Port 91,V44_2,2,7019,32,Port 78,414,729,67.21,27824.94
6447,2021-10-24,Port 76,V44_4,2,1862,41,Port 79,350,862,50.58,17703.0
6448,2022-08-17,Port 34,V44_1,3,5145,66,Port 9,16,549,31.61,505.76
6449,2021-07-17,Port 26,V44_8,4,8437,40,Port 15,95,183,50.33,4781.35
6450,2023-05-11,Port 66,V44_11,2,3279,66,Port 92,450,314,19.73,8878.5
6451,2023-02-09,Port 79,V44_6,4,3879,99,Port 43,428,67,25.9,11085.2
6452,2020-11-24,Port 94,V44_4,4,8935,84,Port 38,9,882,45.52,409.68
6453,2020-05-21,Port 59,V44_9,2,1373,54,Port 76,92,853,27.75,2553.0
6454,2022-12-23,Port 56,V44_5,1,7326,7,Port 4,177,343,77.49,13715.73
6455,2020-11-13,Port 7,V44_2,3,4691,21,Port 96,103,627,83.04,8553.12
6456,2022-07-09,Port 60,V44_11,3,3918,33,Port 37,488,611,22.09,10779.92
6457,2021-08-28,Port 37,V44_9,1,5198,2,Port 81,135,869,53.6,7236.0
6458,2021-06-23,Port 6,V44_6,2,8344,100,Port 34,487,728,10.69,5206.03
6459,2023-01-14,Port 16,V44_3,5,7691,56,Port 25,318,106,77.16,24536.88
6460,2022-01-21,Port 63,V44_1,2,7336,98,Port 11,499,337,63.22,31546.78
6461,2022-07-18,Port 59,V44_11,1,8257,60,Port 67,247,610,32.1,7928.7
6462,2020-01-02,Port 47,V44_2,1,2568,8,Port 91,458,431,22.79,10437.82
6463,2023-07-30,Port 7,V44_4,5,5867,34,Port 26,436,941,52.17,22746.12
6464,2022-11-02,Port 77,V44_7,2,8478,75,Port 83,284,32,70.93,20144.12
6465,2022-02-15,Port 88,V44_3,4,7183,7,Port 39,234,45,50.54,11826.36
6466,2021-01-14,Port 48,V44_7,2,9736,89,Port 32,368,468,97.07,35721.76
6467,2020-02-08,Port 33,V44_11,1,1129,84,Port 56,359,681,68.55,24609.45
6468,2023-06-23,Port 55,V44_1,4,6872,46,Port 79,208,902,54.86,11410.88
6469,2022-01-15,Port 44,V44_9,2,3135,74,Port 48,381,185,29.87,11380.47
6470,2023-06-24,Port 87,V44_5,1,8811,46,Port 29,79,732,95.73,7562.67
6471,2021-05-04,Port 38,V44_11,1,3339,36,Port 11,28,653,85.49,2393.72
6472,2021-10-18,Port 99,V44_7,4,1274,9,Port 5,307,628,50.13,15389.91
6473,2020-05-09,Port 4,V44_4,2,6626,76,Port 88,476,118,58.11,27660.36
6474,2023-09-10,Port 70,V44_10,2,4975,90,Port 84,199,158,22.62,4501.38
6475,2023-01-08,Port 35,V44_12,1,4531,95,Port 21,191,770,86.15,16454.65
6476,2022-03-04,Port 23,V44_8,4,9850,17,Port 86,71,695,58.72,4169.12
6477,2021-01-23,Port 38,V44_11,5,6589,56,Port 75,388,395,23.6,9156.8
6478,2022-12-09,Port 46,V44_6,4,7057,16,Port 62,488,786,85.13,41543.44
6479,2023-10-31,Port 54,V44_7,1,8335,5,Port 62,233,199,28.28,6589.24
6480,2022-10-15,Port 3,V44_2,2,1325,3,Port 16,154,138,47.51,7316.54
6481,2023-02-03,Port 58,V44_6,3,8871,87,Port 87,390,327,53.96,21044.4
6482,2020-11-11,Port 42,V44_12,2,6825,27,Port 83,405,484,83.52,33825.6
